분야,연도,순위,키워드,빈도,기사수,출현율(%)
구조활동,2026,1,실종,467,1300,35.9
구조활동,2026,2,초등생,464,1300,35.7
구조활동,2026,3,주왕산,451,1300,34.7
구조활동,2026,4,수색,145,1300,11.2
구조활동,2026,5,숨진,142,1300,10.9
구조활동,2026,6,발견,137,1300,10.5
구조활동,2026,7,사망,115,1300,8.8
구조활동,2026,8,청송,110,1300,8.5
구조활동,2026,9,구조,97,1300,7.5
구조활동,2026,10,헬기,91,1300,7.0
구조활동,2026,11,설악산,87,1300,6.7
구조활동,2026,12,주왕산서,85,1300,6.5
구조활동,2026,13,이틀째,80,1300,6.2
구조활동,2026,14,만에,76,1300,5.8
구조활동,2026,15,손상,66,1300,5.1
구조활동,2026,16,추락,61,1300,4.7
구조활동,2026,17,부검,57,1300,4.4
구조활동,2026,18,KAI,56,1300,4.3
구조활동,2026,19,의한,56,1300,4.3
구조활동,2026,20,사흘째,56,1300,4.3
구조활동,2025,1,설악산,42,741,5.7
구조활동,2025,2,60대,41,741,5.5
구조활동,2025,3,합동,38,741,5.1
구조활동,2025,4,산악사고,38,741,5.1
구조활동,2025,5,대비,35,741,4.7
구조활동,2025,6,한라산,34,741,4.6
구조활동,2025,7,강원,31,741,4.2
구조활동,2025,8,사고,29,741,3.9
구조활동,2025,9,산불,28,741,3.8
구조활동,2025,10,항공기,28,741,3.8
구조활동,2025,11,가을철,26,741,3.5
구조활동,2025,12,결항,25,741,3.4
구조활동,2025,13,여객선,25,741,3.4
구조활동,2025,14,제주,24,741,3.2
구조활동,2025,15,구조,24,741,3.2
구조활동,2025,16,CJ대한통운,24,741,3.2
구조활동,2025,17,속출,23,741,3.1
구조활동,2025,18,환경부,20,741,2.7
구조활동,2025,19,수상,19,741,2.6
구조활동,2025,20,패키지,19,741,2.6
구조활동,2024,1,산악사고,32,443,7.2
구조활동,2024,2,등산객,31,443,7.0
구조활동,2024,3,구조,26,443,5.9
구조활동,2024,4,대비,24,443,5.4
구조활동,2024,5,지리산,19,443,4.3
구조활동,2024,6,광주,19,443,4.3
구조활동,2024,7,합동,19,443,4.3
구조활동,2024,8,40대,17,443,3.8
구조활동,2024,9,합동훈련,14,443,3.2
구조활동,2024,10,특수산악구조팀,14,443,3.2
구조활동,2024,11,을사년,13,443,2.9
구조활동,2024,12,가을철,13,443,2.9
구조활동,2024,13,산악구조,13,443,2.9
구조활동,2024,14,혁명적,13,443,2.9
구조활동,2024,15,여수향일암일출제,12,443,2.7
구조활동,2024,16,제주,12,443,2.7
구조활동,2024,17,유관기관,12,443,2.7
구조활동,2024,18,봄철,12,443,2.7
구조활동,2024,19,지원,12,443,2.7
구조활동,2024,20,변화,12,443,2.7
구조활동,2023,1,한라산,50,538,9.3
구조활동,2023,2,산악사고,36,538,6.7
구조활동,2023,3,합동,34,538,6.3
구조활동,2023,4,대비,33,538,6.1
구조활동,2023,5,저체온증,31,538,5.8
구조활동,2023,6,구조,26,538,4.8
구조활동,2023,7,사망,25,538,4.6
구조활동,2023,8,훈련,23,538,4.3
구조활동,2023,9,북한산,22,538,4.1
구조활동,2023,10,거제,21,538,3.9
구조활동,2023,11,거북선,18,538,3.3
구조활동,2023,12,4명,17,538,3.2
구조활동,2023,13,제주,16,538,3.0
구조활동,2023,14,추락,16,538,3.0
구조활동,2023,15,수학여행,16,538,3.0
